customerID,Churn,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,DailyCharges
6987-xqsjt,Yes,female,1,0,0,54,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,1,electronic check,79.5,4370.25,2.65
6988-cjeyv,No,male,0,0,0,49,1,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,0,electronic check,98.7,4920.55,3.29
6990-ynrio,Yes,male,0,1,1,65,1,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,0,bank transfer (automatic),108.65,6937.95,3.621666666666667
6992-tknyo,No,male,0,1,0,38,1,yes,dsl,no,no,yes,yes,no,yes,one year,0,credit card (automatic),69.0,2669.45,2.3
6993-ohlxr,Yes,female,0,0,0,2,1,no,fiber optic,no,no,no,no,no,no,month-to-month,0,electronic check,68.95,119.75,2.2983333333333333
6993-ycobk,No,male,0,1,1,60,1,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,1,electronic check,110.6,6586.85,3.6866666666666665
6993-ygfjv,No,male,0,1,0,69,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),112.55,7806.5,3.7516666666666665
6994-fgrhh,No,male,0,1,1,70,1,no,fiber optic,no,yes,yes,yes,yes,yes,one year,1,electronic check,106.15,7475.1,3.5383333333333336
6994-kerxl,No,male,0,0,0,4,1,no,dsl,no,no,no,no,no,yes,month-to-month,1,electronic check,55.9,238.5,1.8633333333333333
6994-orcwg,No,female,0,0,0,14,1,yes,dsl,no,yes,no,no,no,no,one year,1,mailed check,54.25,773.2,1.8083333333333333
6996-knsml,Yes,female,0,0,0,1,1,no,fiber optic,no,no,yes,no,no,no,month-to-month,1,electronic check,74.9,74.9,2.496666666666667
6997-uvgox,No,male,0,1,1,71,1,no,dsl,yes,yes,yes,yes,yes,yes,two year,0,bank transfer (automatic),85.45,6029.9,2.8483333333333336
6999-chvcf,No,male,0,0,0,68,1,yes,fiber optic,yes,yes,yes,no,no,yes,two year,1,bank transfer (automatic),102.1,7149.35,3.4033333333333333
7000-wcevq,Yes,female,1,0,0,20,1,yes,dsl,no,no,no,no,no,yes,month-to-month,1,mailed check,61.6,1174.35,2.0533333333333332
7005-ccbkv,Yes,male,0,0,0,6,1,no,fiber optic,no,yes,no,no,no,yes,month-to-month,1,electronic check,84.4,556.35,2.8133333333333335
7005-cyuil,No,female,1,1,0,71,1,no,fiber optic,yes,yes,yes,yes,yes,no,two year,1,electronic check,99.4,7168.25,3.3133333333333335
7008-lzvoz,No,male,0,1,1,66,1,yes,no,no,no,no,no,no,no,two year,1,credit card (automatic),25.3,1672.35,0.8433333333333334
7009-lgeci,No,female,0,0,0,4,1,no,dsl,yes,no,no,no,no,no,month-to-month,1,bank transfer (automatic),50.55,235.65,1.6849999999999998
7009-pcars,No,male,0,0,1,55,1,no,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),19.1,1001.5,0.6366666666666667
7010-brbuu,No,male,0,1,1,72,1,yes,no,no,no,no,no,no,no,two year,0,credit card (automatic),24.1,1734.65,0.8033333333333333
7010-zmvbf,No,female,0,1,1,18,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.45,357.0,0.6816666666666666
7011-cveuc,No,male,0,1,0,25,1,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,1,credit card (automatic),95.7,2338.35,3.19
7013-psxhk,No,female,0,0,0,40,1,yes,dsl,no,no,yes,yes,yes,yes,one year,1,mailed check,80.75,3208.65,2.691666666666667
7014-zzxaw,No,female,0,1,0,71,1,yes,no,no,no,no,no,no,no,two year,1,credit card (automatic),24.25,1732.95,0.8083333333333333
7016-bpgeu,Yes,female,0,0,0,29,0,no,dsl,no,no,no,no,no,no,month-to-month,1,credit card (automatic),25.1,712.85,0.8366666666666667
7016-nvric,No,male,1,1,0,29,1,no,fiber optic,yes,no,yes,no,no,yes,one year,0,bank transfer (automatic),90.1,2656.7,3.003333333333333
7017-vfhay,No,female,0,1,1,61,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,0,credit card (automatic),115.1,7008.15,3.8366666666666664
7017-vfuly,No,female,0,1,0,2,1,no,no,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),20.1,43.15,0.67
7018-fpxhh,No,male,0,1,1,56,1,no,dsl,yes,yes,yes,no,no,no,two year,1,bank transfer (automatic),59.8,3457.45,1.9933333333333332
7018-wbjnk,No,male,0,0,1,13,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,1,credit card (automatic),78.3,1033.95,2.61
7020-ozkxz,No,female,1,0,0,9,1,no,fiber optic,no,no,yes,no,no,no,month-to-month,0,credit card (automatic),75.5,637.4,2.5166666666666666
7021-xsnye,No,male,0,1,1,7,0,no,dsl,yes,no,yes,yes,no,yes,two year,0,credit card (automatic),49.65,305.55,1.655
7024-ohcck,Yes,female,1,0,0,2,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,93.85,170.85,3.128333333333333
7025-iwfht,No,male,0,0,0,41,1,no,fiber optic,no,yes,no,yes,yes,no,one year,1,electronic check,89.55,3729.75,2.985
7025-wcbne,No,male,1,0,0,47,1,yes,dsl,no,yes,no,yes,no,no,two year,0,bank transfer (automatic),59.6,2754.0,1.9866666666666668
7026-tpczx,Unknown,male,0,1,1,69,1,no,fiber optic,yes,yes,no,yes,yes,yes,two year,1,credit card (automatic),106.35,7261.75,3.545
7026-ymsbe,No,male,0,0,0,30,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.7,625.05,0.6566666666666666
7028-dvoiq,Yes,male,1,0,0,35,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,99.05,3395.8,3.3016666666666667
7029-ijejk,No,female,0,0,0,54,0,no,dsl,yes,no,no,yes,no,yes,one year,0,bank transfer (automatic),44.1,2369.7,1.47
7029-rpuav,Yes,male,1,1,0,17,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,credit card (automatic),100.45,1622.45,3.3483333333333336
7030-fztfm,No,male,0,1,1,72,1,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,0,credit card (automatic),110.9,7922.75,3.6966666666666668
7030-njvdp,No,male,0,1,0,24,1,no,fiber optic,yes,no,no,yes,no,yes,month-to-month,1,electronic check,89.25,2210.2,2.975
7032-lmbhi,No,female,0,0,0,37,1,yes,dsl,yes,no,no,no,yes,no,one year,0,bank transfer (automatic),64.65,2347.85,2.1550000000000002
7033-clamm,No,female,0,1,1,48,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),20.2,1027.25,0.6733333333333333
7036-tydec,No,female,0,0,0,69,1,yes,fiber optic,no,no,yes,yes,yes,yes,two year,0,electronic check,104.0,7028.5,3.466666666666667
7036-zzkbd,No,male,0,1,0,31,1,no,dsl,no,no,yes,yes,no,yes,month-to-month,1,credit card (automatic),66.4,2019.8,2.2133333333333334
7037-mtyvw,No,male,0,1,1,38,1,yes,dsl,yes,no,yes,yes,yes,yes,two year,1,bank transfer (automatic),85.4,3297.0,2.8466666666666667
7041-txqjh,No,female,0,0,0,37,0,no,dsl,no,no,yes,no,no,yes,month-to-month,1,credit card (automatic),40.2,1478.85,1.34
7044-yaacc,No,male,1,1,0,4,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,70.2,280.35,2.3400000000000003
7047-fweya,No,female,0,1,0,46,1,yes,fiber optic,no,yes,no,yes,yes,yes,one year,1,electronic check,103.15,4594.65,3.4383333333333335
7047-yxdmz,No,male,0,0,0,21,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.0,417.7,0.6666666666666666
7048-gxday,No,male,0,0,0,39,1,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,1,electronic check,106.4,4040.65,3.546666666666667
7049-gkvzy,No,female,0,0,0,17,1,no,dsl,yes,yes,no,yes,yes,yes,one year,0,credit card (automatic),79.85,1387.35,2.6616666666666666
7054-dmvas,No,male,0,0,0,54,1,no,dsl,yes,yes,no,no,yes,no,two year,1,bank transfer (automatic),65.3,3512.9,2.1766666666666667
7054-enngu,No,female,0,1,0,9,1,no,dsl,no,yes,no,no,no,no,month-to-month,0,mailed check,50.85,466.6,1.695
7054-lgeqw,Yes,female,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,0,mailed check,45.95,45.95,1.5316666666666667
7055-hneoj,No,male,0,1,0,3,1,no,dsl,no,no,yes,yes,no,no,month-to-month,1,mailed check,55.8,154.55,1.8599999999999999
7055-jcgni,No,female,0,0,0,70,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,credit card (automatic),111.95,7795.95,3.731666666666667
7055-vkgda,Yes,male,0,0,0,54,1,no,fiber optic,yes,yes,no,yes,yes,yes,one year,1,credit card (automatic),105.4,5643.4,3.5133333333333336
7056-imhcc,Yes,male,1,1,0,53,1,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,1,electronic check,101.9,5549.4,3.396666666666667
7061-ovmim,No,female,0,1,1,30,1,no,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),19.55,608.5,0.6516666666666667
7064-frrsw,No,male,1,0,0,48,1,yes,fiber optic,no,yes,no,no,yes,yes,one year,1,electronic check,99.0,4744.35,3.3
7064-jhxce,No,male,0,1,1,62,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),20.05,1263.9,0.6683333333333333
7065-yunry,Yes,female,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,1,mailed check,45.3,45.3,1.51
7067-ksazt,Yes,female,1,1,0,65,1,yes,fiber optic,no,yes,yes,no,yes,yes,one year,1,electronic check,106.25,6979.8,3.5416666666666665
7069-purbi,Unknown,female,0,1,0,14,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20.4,292.4,0.6799999999999999
7072-mbhev,No,female,1,1,1,11,1,yes,fiber optic,no,no,yes,no,no,no,month-to-month,1,credit card (automatic),78.1,864.85,2.603333333333333
7073-qetqy,No,male,0,1,1,66,1,no,no,no,no,no,no,no,no,one year,1,electronic check,20.35,1359.5,0.6783333333333333
7074-ievoj,Yes,female,1,0,0,3,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,1,electronic check,79.4,205.05,2.646666666666667
7074-stdcn,No,male,0,0,0,39,0,no,dsl,no,no,no,yes,no,yes,month-to-month,1,electronic check,40.6,1494.5,1.3533333333333333
7075-bndvq,No,female,0,0,0,4,0,no,dsl,yes,no,yes,no,no,no,month-to-month,0,mailed check,35.0,135.75,1.1666666666666667
7077-xjmet,No,male,0,1,0,12,1,no,dsl,no,no,yes,yes,yes,yes,month-to-month,1,electronic check,74.15,741.4,2.4716666666666667
7078-nvfam,No,female,0,1,1,32,0,no,dsl,yes,yes,no,no,no,no,month-to-month,1,electronic check,35.15,1051.05,1.1716666666666666
7079-qrcbc,Yes,female,0,0,0,24,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,98.75,2407.3,3.2916666666666665
7080-tnuwp,No,male,0,1,0,70,1,yes,fiber optic,no,yes,yes,no,yes,no,one year,1,bank transfer (automatic),95.0,6602.9,3.1666666666666665
7083-miopc,No,female,0,0,0,72,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),20.25,1566.9,0.675
7083-ynsky,Yes,female,0,0,0,15,1,yes,no,no,no,no,no,no,no,month-to-month,1,credit card (automatic),25.4,399.6,0.8466666666666666
7088-fbawu,No,female,0,1,1,17,1,no,dsl,yes,yes,no,no,yes,yes,month-to-month,0,mailed check,74.55,1215.8,2.485
7089-ivvaz,Yes,female,0,0,0,8,1,yes,fiber optic,yes,no,no,yes,yes,yes,month-to-month,1,bank transfer (automatic),103.35,847.3,3.445
7089-rkvsz,No,male,0,1,1,8,1,yes,no,no,no,no,no,no,no,one year,0,mailed check,24.4,203.95,0.8133333333333332
7089-xxayg,No,male,0,1,0,25,0,no,dsl,no,no,yes,no,yes,no,one year,1,credit card (automatic),38.1,970.4,1.27
7094-mszao,No,male,0,1,1,10,1,no,no,no,no,no,no,no,no,month-to-month,1,credit card (automatic),20.05,218.5,0.6683333333333333
7096-uclnh,No,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.05,20.05,0.6683333333333333
7096-znbzi,No,female,0,1,0,72,1,yes,no,no,no,no,no,no,no,two year,0,credit card (automatic),26.45,1914.5,0.8816666666666666
7100-fqprv,No,male,0,1,1,43,1,yes,dsl,yes,no,no,yes,no,yes,one year,1,credit card (automatic),71.9,3173.35,2.396666666666667
7101-hrblj,No,female,0,1,1,72,1,no,dsl,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),83.7,6096.9,2.79
7102-jjvtx,No,female,0,1,1,9,1,no,dsl,yes,no,no,no,no,no,one year,0,mailed check,48.6,422.3,1.62
7103-ipxpj,No,male,0,1,0,50,1,yes,fiber optic,no,no,no,yes,yes,yes,one year,0,electronic check,99.4,5059.75,3.3133333333333335
7103-zgvnt,No,female,0,1,1,69,1,yes,dsl,yes,yes,no,yes,yes,no,one year,0,credit card (automatic),73.7,4885.85,2.4566666666666666
7105-benqf,No,male,0,0,1,15,1,no,dsl,yes,no,yes,no,no,yes,one year,0,mailed check,64.85,950.75,2.1616666666666666
7105-mxjll,No,female,1,1,0,26,1,no,dsl,no,no,yes,no,no,yes,one year,0,mailed check,60.7,1597.4,2.0233333333333334
7107-ubyky,No,female,0,1,1,35,1,yes,no,no,no,no,no,no,no,month-to-month,1,electronic check,25.75,882.55,0.8583333333333333
7108-dgvuu,No,female,1,1,0,21,1,yes,dsl,no,yes,yes,no,no,yes,one year,0,bank transfer (automatic),71.7,1497.05,2.39
7109-cqyuz,No,male,0,0,0,52,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,1,mailed check,89.25,4652.4,2.975
7109-mfbyv,No,male,0,0,0,26,1,no,dsl,no,no,no,no,no,no,month-to-month,0,electronic check,45.45,1233.15,1.5150000000000001
7110-bdtwg,No,female,0,1,0,71,0,no,dsl,no,no,yes,yes,no,yes,two year,1,electronic check,47.05,3263.6,1.5683333333333331
7112-opotk,Yes,male,0,0,0,33,1,no,fiber optic,no,no,no,no,no,no,month-to-month,0,electronic check,68.25,2171.15,2.275
7113-hipfi,No,male,0,1,1,66,1,no,dsl,yes,yes,yes,yes,no,no,two year,0,mailed check,65.85,4097.05,2.195
7114-aeoze,No,female,0,0,0,60,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),19.85,1128.1,0.6616666666666667
7115-irdhs,No,female,0,1,0,72,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),24.65,1830.05,0.8216666666666667
7115-sipga,Unknown,male,0,0,1,69,1,yes,dsl,yes,yes,yes,yes,yes,no,two year,1,credit card (automatic),79.45,5502.55,2.6483333333333334
7117-evuru,Unknown,male,0,0,0,39,0,no,dsl,yes,yes,no,yes,yes,no,month-to-month,1,credit card (automatic),48.95,1880.85,1.6316666666666668
7120-rfmvs,Yes,male,0,0,0,1,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,0,electronic check,84.5,84.5,2.816666666666667
7123-wquhx,No,male,0,0,0,38,1,yes,fiber optic,no,no,yes,yes,yes,no,one year,0,bank transfer (automatic),95.0,3605.6,3.1666666666666665
7124-ugsur,Yes,female,1,1,0,61,1,yes,fiber optic,no,yes,yes,no,yes,yes,one year,1,credit card (automatic),104.4,6405.0,3.48
7126-rbhsd,No,female,0,1,0,17,1,yes,fiber optic,yes,no,no,no,no,no,month-to-month,0,electronic check,78.9,1348.95,2.6300000000000003
7128-ggcno,No,male,0,0,0,46,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),72.8,3249.4,2.4266666666666667
7129-acfog,No,female,0,0,0,5,1,yes,dsl,yes,no,no,no,no,no,month-to-month,1,electronic check,53.8,283.95,1.7933333333333332
7129-azjde,No,male,0,1,1,34,1,no,fiber optic,no,no,no,no,no,yes,one year,1,bank transfer (automatic),78.95,2647.2,2.631666666666667
7129-cakjw,No,female,0,0,0,17,1,yes,fiber optic,no,no,yes,no,no,no,month-to-month,0,bank transfer (automatic),80.05,1345.65,2.6683333333333334
7130-ctcus,No,male,1,1,0,16,1,no,dsl,yes,yes,no,no,no,no,month-to-month,1,bank transfer (automatic),54.55,825.1,1.8183333333333331
7130-vtewq,Yes,female,1,0,0,8,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,75.75,606.25,2.525
7130-yxbro,No,male,0,1,0,48,1,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,1,bank transfer (automatic),111.45,5315.1,3.7150000000000003
7131-zqznk,No,female,0,1,1,60,0,no,dsl,yes,no,yes,yes,yes,yes,two year,0,credit card (automatic),59.85,3590.2,1.995
7132-easog,Unknown,male,0,1,1,7,1,no,no,no,no,no,no,no,no,one year,0,mailed check,20.65,150.0,0.6883333333333332
7133-vbdcg,Yes,female,0,0,0,25,1,no,fiber optic,yes,yes,no,no,no,no,month-to-month,1,bank transfer (automatic),79.85,2015.35,2.6616666666666666
7134-hbpbs,No,female,1,0,0,72,1,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),108.1,7774.05,3.603333333333333
7134-mjpdy,No,female,1,0,0,66,1,yes,fiber optic,no,no,yes,yes,yes,yes,one year,1,credit card (automatic),102.85,6976.75,3.4283333333333332
7136-ihzja,No,female,0,1,1,40,1,no,dsl,yes,yes,no,yes,no,yes,month-to-month,1,mailed check,71.35,2847.2,2.378333333333333
7136-rvdtz,Yes,male,1,0,0,70,0,no,dsl,no,no,no,no,yes,yes,one year,1,electronic check,45.25,3264.45,1.5083333333333333
7137-naxml,No,male,0,0,0,23,1,no,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),20.15,405.6,0.6716666666666666
7137-rylpp,Yes,male,1,1,0,37,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,85.7,3171.15,2.856666666666667
7138-girsh,No,male,0,0,0,50,1,yes,dsl,no,no,yes,yes,no,yes,two year,0,bank transfer (automatic),69.5,3418.2,2.316666666666667
7139-jzfvg,No,male,0,1,1,60,1,no,dsl,yes,yes,yes,no,no,no,two year,0,bank transfer (automatic),60.5,3694.45,2.0166666666666666
7140-adsmj,No,male,0,0,0,8,1,no,no,no,no,no,no,no,no,month-to-month,1,credit card (automatic),20.45,162.3,0.6816666666666666
7142-hvgbg,Yes,male,1,1,0,43,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,103.0,4414.3,3.433333333333333
7143-bqiba,No,male,0,0,0,10,1,no,dsl,yes,no,no,yes,yes,no,month-to-month,0,bank transfer (automatic),62.25,612.95,2.075
7145-fejwu,No,female,0,0,1,12,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,105.3,1275.65,3.51
7147-aybaa,No,male,0,0,0,37,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,mailed check,70.35,2552.9,2.3449999999999998
7148-xzpha,No,male,0,1,1,55,1,no,fiber optic,no,yes,no,yes,no,no,month-to-month,0,electronic check,79.4,4238.45,2.646666666666667
7153-chrbv,No,female,0,1,1,57,1,no,dsl,yes,no,yes,yes,no,no,one year,1,mailed check,59.3,3274.35,1.9766666666666666
7153-oanio,Yes,male,0,0,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,0,electronic check,69.95,69.95,2.3316666666666666
7156-mhugy,Yes,male,1,0,0,13,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,90.5,1201.15,3.0166666666666666
7156-mxbje,No,female,0,0,0,43,1,yes,dsl,no,yes,yes,yes,yes,yes,one year,0,credit card (automatic),85.1,3662.25,2.8366666666666664
7157-smcfk,No,male,0,0,1,61,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.75,1124.2,0.6583333333333333
7159-fvypk,No,female,0,1,1,3,1,yes,dsl,no,yes,yes,no,yes,no,month-to-month,1,bank transfer (automatic),69.15,235.0,2.305
7159-nokyq,No,male,0,1,0,67,1,yes,fiber optic,no,yes,yes,no,no,yes,two year,1,electronic check,93.15,6368.2,3.105
7161-dfhuf,No,female,0,1,0,71,1,yes,no,no,no,no,no,no,no,two year,0,mailed check,23.85,1672.1,0.795
7162-wphpm,No,male,0,1,1,58,1,yes,dsl,yes,yes,yes,yes,no,no,two year,0,credit card (automatic),71.6,4230.25,2.3866666666666663
7163-oceqi,No,male,0,1,1,22,1,yes,dsl,no,no,yes,yes,yes,yes,one year,1,mailed check,78.65,1663.75,2.621666666666667
7164-bptut,No,male,0,0,1,57,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,0,mailed check,89.55,5012.35,2.985
7165-cnjfg,Unknown,male,1,1,0,35,1,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,1,electronic check,94.55,3365.4,3.1516666666666664
7167-pceyd,No,male,0,0,0,67,1,no,no,no,no,no,no,no,no,two year,1,mailed check,19.8,1311.3,0.66
7168-hdqhg,No,female,0,1,1,36,1,no,no,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),19.2,702.9,0.64
7169-ywamk,No,male,0,1,1,72,1,no,dsl,yes,yes,no,yes,yes,no,two year,0,bank transfer (automatic),68.4,4855.35,2.2800000000000002
7173-tetgo,No,female,1,1,0,72,1,yes,fiber optic,yes,no,no,no,no,no,two year,0,bank transfer (automatic),78.5,5602.25,2.6166666666666667
7175-ntixe,No,female,0,0,0,25,1,no,dsl,yes,no,no,yes,yes,yes,month-to-month,1,credit card (automatic),76.15,1992.95,2.5383333333333336
7176-wionm,No,female,0,1,0,12,0,no,dsl,no,no,yes,no,yes,yes,month-to-month,1,bank transfer (automatic),49.85,617.15,1.6616666666666666
7176-wrtnx,No,male,0,0,0,70,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),114.95,7711.25,3.8316666666666666
7180-pisog,Yes,male,0,1,1,1,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,74.5,74.5,2.4833333333333334
7181-bqybv,Yes,female,0,1,1,1,1,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,1,electronic check,102.45,102.45,3.415
7181-oqcut,No,male,0,0,0,21,1,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,0,mailed check,103.85,2215.0,3.4616666666666664
7182-ovlbj,No,female,0,1,1,62,1,yes,fiber optic,yes,no,no,no,yes,yes,two year,1,bank transfer (automatic),101.15,6638.35,3.371666666666667
7184-lruur,No,female,0,0,0,22,1,no,dsl,no,yes,yes,no,yes,no,one year,0,bank transfer (automatic),65.25,1441.8,2.175
7188-cbbba,No,female,0,0,0,65,1,yes,fiber optic,no,yes,yes,no,yes,no,one year,1,electronic check,95.5,6153.85,3.183333333333333
7190-xhtwj,No,female,0,0,0,38,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.3,755.5,0.6433333333333333
7191-adrgf,No,male,0,1,0,44,0,no,dsl,no,yes,yes,no,yes,yes,two year,0,bank transfer (automatic),54.3,2390.45,1.8099999999999998
7196-liwrh,No,female,0,0,0,6,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.55,124.45,0.6516666666666667
7197-vojmm,No,male,0,1,0,67,1,no,dsl,yes,yes,no,yes,no,yes,two year,1,credit card (automatic),69.2,4671.65,2.3066666666666666
7198-glxtc,Yes,male,0,0,0,2,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,0,electronic check,79.0,143.65,2.6333333333333333
7203-oykct,No,male,0,0,0,72,1,yes,fiber optic,no,yes,yes,no,yes,yes,one year,1,electronic check,104.95,7544.3,3.4983333333333335
7205-baiad,No,female,0,0,0,40,1,no,no,no,no,no,no,no,no,two year,1,bank transfer (automatic),20.6,827.3,0.6866666666666668
7206-gzcdc,Yes,female,1,0,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,69.25,69.25,2.308333333333333
7206-pqbbz,No,male,1,1,0,11,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,70.2,834.7,2.3400000000000003
7207-rmrdb,Yes,female,0,1,1,65,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,105.5,6985.65,3.5166666666666666
7208-psihr,No,female,0,1,0,70,1,yes,fiber optic,no,no,yes,yes,yes,yes,two year,1,bank transfer (automatic),104.3,7188.5,3.4766666666666666
7209-jcuds,Yes,male,0,0,0,10,1,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,94.9,1048.85,3.1633333333333336
7216-ewtrs,Yes,female,1,1,0,1,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,100.8,100.8,3.36
7216-kaoid,No,male,0,1,1,41,1,no,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),19.5,798.2,0.65
7217-jyhoq,No,male,0,1,1,24,1,no,dsl,yes,yes,no,yes,no,yes,month-to-month,1,credit card (automatic),70.3,1706.45,2.3433333333333333
7218-hkqfk,Yes,male,0,1,0,2,1,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,1,electronic check,94.2,167.5,3.14
7219-tlzho,No,female,0,1,1,4,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.85,62.9,0.6950000000000001
7225-cbzpl,No,male,1,1,0,17,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,94.8,1563.9,3.1599999999999997
7225-iilwy,No,male,0,1,1,68,1,yes,no,no,no,no,no,no,no,two year,0,mailed check,25.75,1686.15,0.8583333333333333
7228-omtpn,Yes,male,0,0,0,4,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,88.45,370.65,2.9483333333333333
7228-paqpd,No,female,0,0,0,14,1,no,dsl,no,no,no,yes,no,yes,one year,0,credit card (automatic),59.1,772.85,1.97
7233-drtrf,No,male,0,1,0,63,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,102.4,6444.05,3.4133333333333336
7233-ioqnp,No,female,0,1,0,43,0,no,dsl,yes,no,no,yes,no,no,month-to-month,0,bank transfer (automatic),34.0,1505.35,1.1333333333333333
7233-pahhl,No,male,0,1,1,66,1,yes,dsl,yes,no,yes,yes,yes,yes,two year,1,mailed check,84.0,5714.25,2.8
7234-fecyn,Yes,female,1,0,0,8,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,0,electronic check,101.35,780.5,3.378333333333333
7234-kmnrq,No,male,0,0,0,4,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.0,73.45,0.6333333333333333
7235-nxzcp,Yes,male,1,0,0,2,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,mailed check,74.85,156.4,2.4949999999999997
7239-hzzcx,Yes,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.75,19.75,0.6583333333333333
7240-etptr,Yes,female,0,1,0,9,0,no,dsl,no,no,yes,no,yes,yes,month-to-month,1,electronic check,48.75,442.2,1.625
7240-fqlhe,Yes,female,1,1,0,18,1,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,0,bank transfer (automatic),99.75,1836.25,3.325
7241-ajhfs,No,male,0,0,0,32,1,yes,fiber optic,yes,no,no,yes,no,no,month-to-month,0,bank transfer (automatic),87.65,2766.4,2.921666666666667
7242-edtyc,No,male,0,0,1,44,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),19.55,819.95,0.6516666666666667
7242-qzlxf,Yes,male,0,0,1,1,0,no,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,25.3,25.3,0.8433333333333334
